Parcel Number,Sale Date,Sale Amount,Address,Style,Year Built,Total SF,Lot Area,Appraised Value,Recording,Source Year
1016136002,08/30/2013,"$259,900","618 BROOKLAND PARK DR, IOWA CITY",1 Story Frame,1934,1498,"9,263","$408,200",5155-951,2013
1024136002,04/05/2013,"$259,900","1807 CHELSEA CT, IOWA CITY",1 Story Frame,2012,1466,"8,100","$388,340",5077-287,2013
907384001,07/19/2013,"$260,000","4171 RUTH ST, IOWA CITY",2 Story Frame,2007,2000,"9,864","$424,990",5145-37,2013
918403014,08/02/2013,"$260,000","1261 HAMILTON CT, IOWA CITY",1 Story Frame,1998,1457,"12,450","$401,350",5142-251,2013
1012281001,06/03/2013,"$260,000","210 GREEN MOUNTAIN DR, IOWA CITY",2 Story Frame,1988,2358,"25,360","$511,650",5106-46,2013
1014257004,07/12/2013,"$260,000","810 ROOSEVELT ST, IOWA CITY",1 1/2 Story Frame,1900,1418,"7,200","$334,110",5137-190,2013
1017410001,07/22/2013,"$260,000","15 PENFRO DR, IOWA CITY",2 Story Frame,1977,2058,"9,000","$392,370",5138-156,2013
1017430009,05/28/2013,"$260,000","1902 GRASLON DR, IOWA CITY",Split Foyer Frame,1975,1708,"10,404","$401,490",5097-243,2013
1011433006,07/15/2013,"$261,000","1722 RIDGEWAY DR, IOWA CITY",Split Level Frame,1962,1275,"9,960","$379,150",5130-827,2013
1004281003,05/03/2013,"$261,500","1830 MACKINAW DR, IOWA CITY",2 Story Frame,2008,1556,"6,875","$382,960",5087-53,2013
1018209018,07/15/2013,"$262,000","702 GALWAY DR, IOWA CITY",1 Story Frame,2010,1354,"9,669","$369,990",5136-591,2013
1024120004,07/10/2013,"$262,000","1850 RICHMOND LN, IOWA CITY",1 Story Frame,2012,1320,"8,775","$368,720",5126-16,2013
907388001,04/04/2013,"$265,000","103 CHARLES DR, IOWA CITY",2 Story Frame,2005,2152,"9,722","$390,680",5086-133,2013
1011429001,05/01/2013,"$265,000","1917 ROCHESTER CT, IOWA CITY",1 Story Frame,1963,1828,"11,400","$457,590",5089-222,2013
1011479007,06/14/2013,"$265,000","2018 DUNLAP CT, IOWA CITY",2 Story Frame,1914,2038,"12,338","$466,140",5110-745,2013
1013493004,07/12/2013,"$265,000","1033 CHAMBERLAIN DR, IOWA CITY",2 Story Frame,2005,2004,"9,653","$419,890",5130-777,2013
1018209014,07/25/2013,"$265,000","744 GALWAY DR, IOWA CITY",1 Story Frame,2007,1204,"9,634","$400,050",5138-213,2013
1011376005,10/16/2013,"$266,450","1122 E WASHINGTON ST, IOWA CITY",2 Story Frame,2009,2160,"8,820","$426,890",5174-251,2013
907381012,10/16/2013,"$267,000","57 CHARLES DR, IOWA CITY",2 Story Frame,2004,2020,"8,688","$389,010",5173-391,2013
1009283018,07/09/2013,"$267,800","927 RIDER ST, IOWA CITY",1 Story Frame,1950,952,"10,000","$380,350",5135-643,2013
1012258003,02/14/2013,"$269,000","330 POST RD, IOWA CITY",1 Story Frame,1976,1924,"11,700","$454,380",5054-116,2013
907386013,05/15/2013,"$269,900","4080 RUTH ST, IOWA CITY",1 Story Frame,2011,1433,"7,200","$407,550",5094-744,2013
1013497004,05/26/2013,"$269,900","3057 WINTERGREEN DR, IOWA CITY",1 Story Frame,2012,1430,"8,825","$384,580",5104-195,2013
1004204004,07/02/2013,"$270,000","1936 MACKINAW DR, IOWA CITY",1 Story Frame,2010,1397,"19,423","$410,310",5126-297,2013
1013417001,07/19/2013,"$270,000","1228 CHAMBERLAIN DR, IOWA CITY",2 Story Frame,2005,2304,"9,113","$425,720",5137-757,2013
1113427001,09/11/2013,"$270,000","1408 PHOENIX DR, IOWA CITY",2 Story Frame,2002,1860,"11,520","$407,380",5161-100,2013
907366006,08/27/2013,"$272,500","61 PHYLLIS PL, IOWA CITY",1 Story Frame,2003,1455,"15,000","$403,010",5153-619,2013
1013401019,10/18/2013,"$272,500","1123 HAMPTON CT, IOWA CITY",2 Story Frame,1992,2152,"9,313","$372,680",5173-611,2013
1004204002,06/17/2013,"$272,750","1968 MACKINAW DR, IOWA CITY",1 Story Frame,2010,1413,"9,782","$393,060",5125-656,2013
907468002,04/26/2013,"$274,000","341 ARLINGTON DR, IOWA CITY",Split Level Frame,2012,1940,"8,485","$401,120",5082-852,2013
1113476004,06/10/2013,"$274,000","3 GALLUP PL, IOWA CITY",2 Story Frame,1994,2146,"13,000","$410,080",5117-928,2013
907386012,04/02/2013,"$275,000","4060 RUTH ST, IOWA CITY",1 Story Frame,2011,1590,"7,200","$421,910",5077-524,2013
907386014,03/28/2013,"$275,000","4104 RUTH ST, IOWA CITY",1 Story Frame,2010,1462,"7,200","$405,900",5073-439,2013
1016345002,03/04/2013,"$275,000","1034 WEEBER ST, IOWA CITY",2 Story Frame,1993,2136,"9,590","$431,150",5063-788,2013
1018316001,04/26/2013,"$275,000","1006 PHEASANT VALLEY ST, IOWA CITY",1 Story Frame,1995,1693,"12,480","$431,190",5115-794,2013
1017283001,06/28/2013,"$276,500","821 SPENCER DR, IOWA CITY",1 Story Frame,1982,1412,"14,175","$404,160",5138-254,2013
907258012,06/12/2013,"$277,000","3640 LOWER WEST BRANCH RD, IOWA CITY",1 Story Frame,2008,1523,"8,845","$404,430",5108-821,2013
918107002,06/05/2013,"$280,000","605 HUNTINGTON DR, IOWA CITY",1 Story Frame,2002,1657,"10,064","$431,010",5106-476,2013
918133002,06/09/2013,"$280,000","735 HUNTINGTON DR, IOWA CITY",1 Story Frame,2002,1643,"10,803","$420,930",5119-378,2013
1003103014,09/23/2013,"$280,000","816 ST ANNES DR, IOWA CITY",1 1/2 Story Frame,1987,2474,"9,840","$416,340",5163-851,2013
1014229010,07/30/2013,"$280,000","508 S SUMMIT ST, IOWA CITY",2 Story Frame,1900,2684,"9,280","$584,540",5141-628,2013
1018305006,05/31/2013,"$280,000","3602 FOXANA DR, IOWA CITY",2 Story Frame,1989,1940,"11,205","$400,690",5102-541,2013
918108014,10/02/2013,"$282,000","4665 DRYDEN CT, IOWA CITY",1 Story Frame,2003,1643,"10,733","$473,570",5169-867,2013
1014232008,08/30/2013,"$282,000","515 OAKLAND AVE, IOWA CITY",2 Story Frame,1925,1684,"7,000","$369,170",5154-522,2013
1018201012,07/20/2013,"$282,000","457 GALWAY DR, IOWA CITY",Split Level Frame,1997,1793,"11,700","$382,850",5138-77,2013
1113428002,04/02/2013,"$284,000","1345 PHOENIX DR, IOWA CITY",2 Story Frame,2001,2344,"9,000","$422,890",5072-796,2013
918146005,12/10/2013,"$285,000","4401 BUCKINGHAM LN, IOWA CITY",1 Story Frame,2005,1620,"12,320","$449,830",5190-113,2013
918182001,05/30/2013,"$285,000","12 SUTHERLAND PL, IOWA CITY",1 Story Frame,1996,1646,"14,900","$412,140",5124-878,2013
1010285018,12/16/2013,"$285,000","313 N LINN ST, IOWA CITY",2 Story Frame,1915,1958,"4,000","$346,240",5193-138,2013
1011157013,09/30/2013,"$285,000","1712 WINSTON DR, IOWA CITY",2 Story Frame,1979,2182,"11,045","$412,260",5168-75,2013
1011319001,08/01/2013,"$285,000","1204 E WASHINGTON ST, IOWA CITY",2 Story Frame,1965,2076,"38,333","$434,700",5146-235,2013
1113478010,05/10/2013,"$285,000","25 PHOENIX PL, IOWA CITY",2 Story Frame,1990,2468,"15,431","$421,050",5094-317,2013
1012176052,04/27/2013,"$288,000","85 HERON CIR, IOWA CITY",2 Story Frame,1995,2542,"9,188","$501,870",5091-607,2013
1010433007,06/17/2013,"$289,000","604 E IOWA AVE, IOWA CITY",2 Story Brick,1847,2114,"5,600","$452,120",5109-967,2013
1013401005,10/10/2013,"$290,000","1170 HAMPTON CT, IOWA CITY",2 Story Frame,1990,2809,"13,662","$442,520",5170-300,2013
1017435012,07/02/2013,"$292,000","1940 HAFOR DR, IOWA CITY",2 Story Frame,1976,2284,"12,257","$436,060",5137-314,2013
1003304004,09/20/2013,"$293,000","1106 N DUBUQUE ST, IOWA CITY",2 Story Frame,1973,2588,"27,007","$450,450",5067-913,2013
1017280002,03/20/2013,"$294,000","743 SPENCER DR, IOWA CITY",1 Story Frame,1984,1536,"11,475","$435,510",5070-485,2013
1012418005,08/23/2013,"$296,500","3138 E WASHINGTON ST, IOWA CITY",1 Story Frame,2005,1632,"13,718","$492,220",5154-500,2013
1018354001,05/13/2013,"$298,000","1226 GOLDENROD DR, IOWA CITY",Split Level Frame,1997,1951,"10,395","$387,030",5106-571,2013
1018333002,04/25/2013,"$298,500","1205 GOLDENROD DR, IOWA CITY",Split Level Frame,1997,2126,"10,665","$440,250",5148-649,2013
907330005,07/25/2013,"$299,000","119 HUMMINGBIRD LN, IOWA CITY",1 Story Frame,2005,1591,"10,790","$437,970",5137-68,2013
1113478008,07/01/2013,"$300,000","30 PHOENIX PL, IOWA CITY",2 Story Frame,1993,1980,"18,683","$449,670",5123-303,2013
1017428002,08/15/2013,"$303,000","1845 KATHLIN DR, IOWA CITY",2 Story Frame,1973,2284,"11,032","$460,390",5146-110,2013
1004336008,06/13/2013,"$305,000","651 WALKER CIR, IOWA CITY",2 Story Frame,2010,1720,"3,219","$475,690",5111-163,2013
1011387001,12/02/2013,"$305,000","1123 E COLLEGE ST, IOWA CITY",2 Story Frame,1880,2704,"8,100","$451,740",5189-186,2013
1014233002,06/25/2013,"$305,000","623 OAKLAND AVE, IOWA CITY",2 Story Frame,1923,1845,"5,740","$450,240",5139-517,2013
1113408003,07/01/2013,"$308,000","1416 SANTA FE DR, IOWA CITY",2 Story Frame,1992,2304,"13,277","$435,910",5124-937,2013
918184004,05/20/2013,"$310,000","762 BARRINGTON RD, IOWA CITY",1 Story Frame,1999,1800,"10,153","$447,220",5096-449,2013
918403007,04/16/2013,"$310,000","1125 BARRINGTON RD, IOWA CITY",1 Story Frame,1996,1802,"12,879","$439,440",5078-230,2013
1014102007,08/29/2013,"$310,000","419 2ND AVE, IOWA CITY",2 Story Frame,2006,2280,"9,000","$487,590",5155-310,2013
1113428008,05/15/2013,"$310,000","4348 COUNTRY CLUB DR, IOWA CITY",2 Story Frame,2003,3365,"12,100","$458,860",5095-161,2013
1018138001,12/20/2013,"$312,000","3404 IRELAND DR, IOWA CITY",1 Story Frame,2008,1631,"11,520","$462,680",5193-776,2013
1015189002,04/19/2013,"$314,000","901 WALNUT ST, IOWA CITY",2 Story Frame,1900,2868,"17,515","$573,600",5081-900,2013
1009103001,04/05/2013,"$315,000","427 FERSON AVE, IOWA CITY",2 Story Frame,1900,1568,"14,250","$466,730",5085-779,2013
1018129002,09/16/2013,"$315,000","16 GALWAY PL, IOWA CITY",2 Story Brick,1991,2755,"15,423","$552,230",5162-646,2013
1018313001,03/04/2013,"$315,000","3661 FOXANA DR, IOWA CITY",1 Story Frame,1994,1942,"11,948","$429,540",5064-556,2013
918142004,06/20/2013,"$317,000","4546 DRYDEN CT, IOWA CITY",2 Story Frame,2002,2331,"11,200","$452,090",5128-240,2013
1018209011,07/10/2013,"$317,500","776 GALWAY DR, IOWA CITY",2 Story Frame,2009,1749,"13,813","$438,790",5137-354,2013
1113456002,05/31/2013,"$319,900","1441 LAKE SHORE DR, IOWA CITY",1 Story Frame,2012,1503,"8,190","$438,670",5105-70,2013
1113456003,06/18/2013,"$319,900","1453 LAKE SHORE DR, IOWA CITY",1 Story Frame,2012,1503,"7,998","$448,870",5128-682,2013
918182006,03/14/2013,"$320,000","934 BARRINGTON RD, IOWA CITY",1 Story Frame,1998,1818,"12,200","$478,980",5068-983,2013
1002229005,06/28/2013,"$320,000","1157 OAKES DR, IOWA CITY",2 Story Frame,1986,2646,"53,143","$511,290",5124-716,2013
1002234008,06/21/2013,"$320,000","2054 BRISTOL DR, IOWA CITY",2 Story Frame,2005,2246,"15,750","$489,380",5120-350,2013
1004349009,12/13/2013,"$320,000","737 WALKER CIR, IOWA CITY",2 Story Frame,2011,1814,"3,850","$512,950",5190-443,2013
1113433007,08/30/2013,"$320,000","4418 TEMPE PL, IOWA CITY",2 Story Frame,2006,2507,"12,857","$489,550",5156-132,2013
1018334006,07/19/2013,"$322,000","31 LAREDO CT, IOWA CITY",1 Story Frame,1995,1812,"9,920","$440,020",5139-218,2013
1012227003,05/30/2013,"$322,500","2530 BLUFFWOOD CIR, IOWA CITY",1 1/2 Story Frame,1988,1982,"22,610","$439,830",5106-103,2013
1011460005,12/06/2013,"$325,000","1806 E COURT ST, IOWA CITY",1 Story Frame,1928,2196,"26,071","$584,400",5188-483,2013
1018205011,05/31/2013,"$325,000","41 DONEGAL PL, IOWA CITY",1 Story Frame,1999,1890,"10,500","$454,730",5104-19,2013
1009206005,07/01/2013,"$326,000","306 MULLIN AVE, IOWA CITY",Split Level Frame,1963,1698,"10,050","$589,900",5120-204,2013
1112178001,06/05/2013,"$328,500","1001 RYAN CT, IOWA CITY",1 Story Frame,2012,1469,"7,583","$488,000",5106-271,2013
1112104006,05/23/2013,"$329,900","1052 RYAN CT, IOWA CITY",2 Story Frame,2012,1928,"7,516","$466,630",5098-204,2013
918114005,11/19/2013,"$330,000","503 HUNTINGTON DR, IOWA CITY",1 Story Frame,2009,1556,"9,730","$478,220",5181-370,2013
1018355004,07/19/2013,"$330,000","1309 GOLDENROD DR, IOWA CITY",2 Story Frame,1996,2180,"10,212","$440,650",5133-931,2013
1018205010,09/30/2013,"$332,000","53 DONEGAL PL, IOWA CITY",1 Story Frame,1999,1863,"10,500","$466,480",5170-411,2013
1018207004,12/18/2013,"$333,000","3704 DONEGAL CT, IOWA CITY",2 Story Frame,2001,2194,"9,768","$464,140",5194-988,2013
918142002,04/22/2013,"$334,000","4865 DRYDEN CT, IOWA CITY",1 Story Frame,2003,1865,"14,378","$522,810",5111-628,2013
1001377018,04/30/2013,"$334,000","24 EVERGREEN PL, IOWA CITY",2 Story Frame,1990,2854,"18,238","$462,610",5094-162,2013
1011438001,07/08/2013,"$335,000","30 ASHWOOD DR, IOWA CITY",1 Story Frame,1960,3417,"25,313","$652,410",5130-807,2013
1016127002,10/03/2013,"$335,000","521 MELROSE AVE, IOWA CITY",2 Story Frame,1900,1544,"6,072","$408,310",5173-17,2013
1017451019,07/12/2013,"$335,000","1851 FLANIGAN CT, IOWA CITY",2 Story Frame,1993,2406,"12,150","$511,770",5131-55,2013
1009109014,04/25/2013,"$339,000","320 RIVER ST, IOWA CITY",1 1/2 Story Frame,1928,2377,"8,400","$502,100",5086-923,2013
1010155005,07/17/2013,"$340,000","324 FAIRCHILD ST, IOWA CITY",2 Story Frame,1900,2380,"6,000","$597,530",5133-955,2013
1018359004,03/29/2013,"$341,000","1333 PHEASANT VALLEY ST, IOWA CITY",2 Story Frame,2001,2510,"16,884","$493,140",5101-343,2013
1112105004,05/30/2013,"$344,900","1011 RYAN CT, IOWA CITY",1 Story Frame,2012,1480,"7,583","$494,300",5107-830,2013
1009151004,07/18/2013,"$345,000","242 MAGOWAN AVE, IOWA CITY",1 1/2 Story Frame,1900,2047,"9,000","$494,510",5141-865,2013
1112104009,11/04/2013,"$345,000","1016 RYAN CT, IOWA CITY",1 Story Frame,2011,1469,"7,580","$482,390",5179-298,2013
1113434004,05/13/2013,"$345,000","4471 TEMPE PL, IOWA CITY",2 Story Frame,2007,2543,"11,841","$513,230",5102-985,2013
1018337005,06/25/2013,"$349,500","1136 GOLDENROD DR, IOWA CITY",1 Story Frame,2003,1807,"18,696","$503,670",5132-657,2013
918277020,07/03/2013,"$353,000","4112 KILBURNIE CT, IOWA CITY",1 Story Frame,2008,1839,"17,672","$499,640",5123-781,2013
1009207007,09/20/2013,"$354,000","315 LEE ST, IOWA CITY",1 1/2 Story Frame,1931,2094,"12,000","$532,020",5162-296,2013
1018354005,04/15/2013,"$355,000","1314 GOLDENROD DR, IOWA CITY",2 Story Frame,1999,2705,"13,268","$512,770",5088-338,2013
1014132012,10/16/2013,"$359,500","437 GARDEN ST, IOWA CITY",2 Story Frame,1900,1862,"12,000","$472,460",5174-18,2013
1018255004,01/24/2013,"$364,000","1035 PRAIRIE GRASS LN, IOWA CITY",1 Story Frame,2004,1899,"15,370","$648,500",5047-417,2013
1014229001,07/01/2013,"$364,200","416 S SUMMIT ST, IOWA CITY",2 Story Frame,1920,2486,"7,830","$490,680",5136-361,2013
918103003,12/16/2013,"$367,500","4804 SOUTHCHASE CT, IOWA CITY",2 Story Frame,1998,2821,"22,952","$493,280",5190-390,2013
1009257005,12/16/2013,"$367,500","1127 DILL ST, IOWA CITY",2 Story Frame,1911,2767,"34,560","$819,640",5197-943,2013
918278004,04/25/2013,"$369,900","4143 NEWCASTLE DR, IOWA CITY",1 Story Frame,2012,1690,"11,236","$519,560",5085-362,2013
1011128005,02/08/2013,"$370,000","539 WOODRIDGE AVE, IOWA CITY",2 Story Frame,1993,2556,"18,450","$620,560",5052-96,2013
1018133006,07/19/2013,"$371,000","55 KEARNEY CT, IOWA CITY",1 Story Frame,2001,1738,"20,536","$477,770",5131-374,2013
1009280004,07/17/2013,"$372,000","1030 RIDER ST, IOWA CITY",1 Story Frame,1988,1961,"12,547","$571,510",5144-953,2013
1010202011,11/01/2013,"$372,000","228 BROWN ST, IOWA CITY",2 Story Frame,1925,3443,"9,029","$478,910",5178-145,2013
1009257009,06/03/2013,"$375,000","26 ROCKY SHORE DR, IOWA CITY",1 Story Frame,1967,1418,"15,776","$598,800",5111-264,2013
1012154007,06/11/2013,"$375,000","3149 LOWER WEST BRANCH RD, IOWA CITY",2 Story Frame,2012,2434,"9,752","$537,230",5110-716,2013
1010454010,08/21/2013,"$379,000","113 S JOHNSON ST, IOWA CITY",2 Story Frame,1895,3760,"6,000","$704,300",5149-889,2013
918140003,06/14/2013,"$379,900","4448 CUMBERLAND LN, IOWA CITY",1 Story Frame,2005,1893,"12,600","$494,130",5109-942,2013
1011407006,11/06/2013,"$380,000","2032 RIDGEWAY DR, IOWA CITY",2 Story Frame,1973,2999,"20,175","$597,590",5178-279,2013
1018344002,03/13/2013,"$380,000","1001 GOLDENROD DR, IOWA CITY",2 Story Frame,2004,3271,"12,485","$576,520",5068-829,2013
1010157010,06/01/2013,"$382,000","418 N GILBERT ST, IOWA CITY",2 Story Brick,1890,2550,"3,600","$564,890",5109-381,2013
1012155001,05/31/2013,"$382,000","3112 LOWER WEST BRANCH RD, IOWA CITY",2 Story Frame,2012,2678,"10,020","$565,120",5218-35,2013
1018345010,05/30/2013,"$384,500","1030 GOLDENROD DR, IOWA CITY",2 Story Frame,2003,2976,"14,869","$548,910",5131-817,2013
918157010,04/16/2013,"$385,000","839 COVENTRY CT, IOWA CITY",1 Story Frame,1995,2720,"21,432","$596,240",5086-891,2013
1004328017,10/24/2013,"$385,000","640 WALKER CIR, IOWA CITY",2 Story Frame,2012,1949,"10,580","$578,320",5175-493,2013
918277004,01/10/2013,"$387,500","4252 KILBURNIE CT, IOWA CITY",1 Story Frame,2006,1882,"22,792","$590,010",5040-294,2013
1017385001,07/18/2013,"$387,500","2205 ABBEY LN, IOWA CITY",2 Story Frame,1983,3136,"28,375","$556,430",5142-101,2013
918106002,08/30/2013,"$390,000","622 HUNTINGTON DR, IOWA CITY",1 Story Frame,2000,1631,"12,600","$485,210",5155-326,2013
1018343002,11/26/2013,"$394,000","1109 WILD PRAIRIE DR, IOWA CITY",2 Story Frame,2004,2470,"12,656","$558,570",5222-149,2013
1113431004,08/20/2013,"$395,000","1004 FLAGSTAFF DR, IOWA CITY",2 Story Frame,2009,2843,"14,086","$588,270",5163-246,2013
1009183005,11/18/2013,"$400,000","225 RICHARDS ST, IOWA CITY",2 Story Frame,1912,2348,"15,640","$562,500",5184-54,2013
1011326002,05/15/2013,"$409,900","1301 ROCHESTER AVE, IOWA CITY",2 Story Brick,1928,2368,"11,040","$600,660",5093-607,2013
1004328018,05/06/2013,"$415,000","650 WALKER CIR, IOWA CITY",2 Story Frame,2012,1937,"10,852","$596,310",5097-709,2013
1018301004,08/01/2013,"$418,000","932 DUCK CREEK DR, IOWA CITY",1 1/2 Story Frame,1990,2980,"12,420","$590,400",5140-609,2013
1017277004,08/09/2013,"$420,000","732 SPENCER DR, IOWA CITY",2 Story Frame,1986,3039,"16,625","$669,920",5149-214,2013
1018346001,06/15/2013,"$420,000","940 HONEYSUCKLE DR, IOWA CITY",2 Story Frame,2005,2670,"12,702","$603,130",5113-10,2013
1012313003,06/19/2013,"$425,000","48 GREEN MOUNTAIN DR, IOWA CITY",2 Story Frame,2000,2600,"12,144","$642,790",5116-452,2013
1009152009,03/28/2013,"$433,000","214 HUTCHINSON AVE, IOWA CITY",1 1/2 Story Frame,1930,2131,"48,000","$666,480",5070-533,2013
1015101009,05/16/2013,"$440,000","415 S SUMMIT ST, IOWA CITY",2 Story Frame,1879,3173,"15,120","$740,030",5092-843,2013
918110004,02/14/2013,"$450,000","4801 DRYDEN CT, IOWA CITY",2 Story Frame,2004,2934,"20,445","$629,740",5052-565,2013
1009132006,05/23/2013,"$450,000","340 HUTCHINSON AVE, IOWA CITY",2 Story Frame,1945,2530,"12,000","$598,540",5099-246,2013
918183004,09/27/2013,"$465,000","4707 CANTERBURY CT, IOWA CITY",1 Story Frame,1998,3065,"19,541","$752,260",5166-393,2013
1007234001,06/15/2013,"$465,000","839 KENNEDY PKWY, IOWA CITY",1 Story Frame,2007,2064,"13,674","$658,270",5116-585,2013
1002278003,05/02/2013,"$470,000","1700 N DUBUQUE RD, IOWA CITY",1 Story Frame,1981,2991,"31,934","$656,620",5088-778,2013
1004350004,06/28/2013,"$476,500","740 WALKER CIR, IOWA CITY",1 Story Frame,2011,1982,"16,876","$753,410",5120-920,2013
1012232001,05/03/2013,"$482,500","2617 BLUFFWOOD CIR, IOWA CITY",2 Story Brick,1967,3174,"52,173","$653,630",5089-198,2013
1007229003,08/31/2013,"$485,000","1059 MEADOWLARK DR, IOWA CITY",2 Story Frame,2011,2360,"10,625","$693,430",5244-228,2013
1007256008,10/24/2013,"$485,000","883 CAMP CARDINAL RD, IOWA CITY",1 Story Frame,2007,1856,"11,490","$695,020",5174-140,2013
1007204003,05/30/2013,"$493,000","30 ALDER CT, IOWA CITY",1 Story Frame,2002,1763,"43,734","$701,790",5102-492,2013
1007202007,08/01/2013,"$499,900","25 SUMAC CT, IOWA CITY",1 Story Frame,2002,2650,"44,431","$939,410",5138-773,2013
1007231002,09/05/2013,"$530,000","1066 ROBIN RD, IOWA CITY",1 Story Frame,2008,2036,"14,990","$747,640",5165-649,2013
1007229002,06/11/2013,"$532,000","1073 MEADOWLARK DR, IOWA CITY",1 Story Frame,2011,2288,"10,625","$776,250",5117-768,2013
1007231003,07/12/2013,"$550,000","1046 ROBIN RD, IOWA CITY",1 Story Frame,2006,2121,"15,345","$771,190",5128-314,2013
1007302006,09/17/2013,"$550,000","417 BUTTERNUT LN, IOWA CITY",2 Story Frame,1995,3248,"46,609","$959,130",5162-576,2013
1010204003,09/18/2013,"$552,500","721 N LINN ST, IOWA CITY",3 Story Frame,1924,4734,"6,400","$805,970",5162-660,2013
1007305002,04/05/2013,"$560,000","343 BUTTERNUT LN, IOWA CITY",2 Story Brick,1994,3324,"49,223","$930,590",5076-602,2013
1014236002,10/15/2013,"$570,000","624 S SUMMIT ST, IOWA CITY",2 Story Brick,1895,3072,"19,700","$761,870",5171-209,2013
1003377002,02/21/2013,"$575,000*M","12 BELLA VISTA PL, IOWA CITY",2 Story Frame,1910,3794,"44,431","$845,610",5059-859,2013
1009128005,04/04/2013,"$575,000","437 HUTCHINSON AVE, IOWA CITY",1 1/2 Story Frame,1938,2920,"15,000","$820,620",5077-356,2013
1009183019,10/19/2013,"$588,000","119 RICHARDS ST, IOWA CITY",2 Story Frame,2009,3098,"11,921","$864,710",5175-434,2013
1007252010,07/17/2013,"$600,000","953 MEADOWLARK DR, IOWA CITY",1 Story Frame,2006,2384,"16,568","$889,190",5146-312,2013
1002428018,10/25/2013,"$615,000","33 HICKORY HEIGHTS LN, IOWA CITY",1 Story Frame,2006,2370,"40,420","$858,260",5175-455,2013
1004486004,07/19/2013,"$625,000*M","404 PARK RD, IOWA CITY",2 Story Frame,1933,2887,"13,600","$949,320",5133-115,2013
1007203007,05/19/2013,"$629,000","50 CRABAPPLE CT, IOWA CITY",2 Story Frame,2003,3311,"45,912","$936,040",5114-441,2013
1004486004,05/24/2013,"$650,000*M","404 PARK RD, IOWA CITY",2 Story Frame,1933,2887,"13,600","$949,320",5101-814,2013
1007230003,10/28/2013,"$650,000","715 KENNEDY PKWY, IOWA CITY",1 Story Frame,2008,2814,"17,691","$955,260",5176-615,2013
1007203005,05/02/2013,"$655,000","84 CRABAPPLE CT, IOWA CITY",2 Story Frame,2002,3142,"46,435","$1,024,340",5095-560,2013
1007203002,03/26/2013,"$1,175,000","47 CRABAPPLE CT, IOWA CITY",2 Story Frame,2006,5993,"49,789","$1,692,420",5071-725,2013
1014405001,11/14/2018,"$57,000","1103 4TH AVE, IOWA CITY",1 Story Frame,1900,791,"6,000","$116,490",5855-268,2018
1015427009,03/02/2018,"$68,800","1016 DIANA ST, IOWA CITY",1 Story Frame,1944,624,"7,998","$105,940",5762-190,2018
1014355006,09/24/2018,"$72,000","1510 CRESCENT ST, IOWA CITY",1 Story Frame,1936,646,"6,250","$105,230",5843-12,2018
1014427014,12/27/2018,"$72,000","1025 5TH AVE, IOWA CITY",2 Story Frame,2023,1431,"6,000","$390,310",5870-868,2018
1010183016,09/27/2018,"$75,000","934 E DAVENPORT ST, IOWA CITY",1 Story Frame,2020,1040,"7,500","$276,900",5842-488,2018
1002328004,11/12/2018,"$85,000","1126 ST CLEMENT ST, IOWA CITY",1 Story Frame,1967,1040,"7,323","$275,090",5856-1000,2018
1023190012,04/09/2018,"$85,000","2012 WESTERN RD, IOWA CITY",1 Story Frame,1964,912,"8,125","$192,100",5774-5,2018
1014363002,03/01/2018,"$89,000","1600 CRESCENT ST, IOWA CITY",1 Story Frame,1900,702,"6,250","$107,290",5768-11,2018
1010183016,11/13/2018,"$90,000","934 E DAVENPORT ST, IOWA CITY",1 Story Frame,2020,1040,"7,500","$276,900",5855-497,2018
1014185001,10/23/2018,"$95,000","801 2ND AVE, IOWA CITY",1 Story Frame,1935,776,"9,000","$180,090",5852-300,2018
1013303003,08/23/2018,"$97,000","1016 CARVER ST, IOWA CITY",1 Story Frame,1964,960,"6,480","$230,030",5834-412,2018
1014104003,10/12/2018,"$100,000","413 4TH AVE, IOWA CITY",1 Story Frame,1900,864,"9,000","$178,790",5846-185,2018
1011262007,09/07/2018,"$108,000","937 E DAVENPORT ST, IOWA CITY",1 Story Frame,1920,672,"7,500","$168,800",5835-261,2018
1014431010,04/03/2018,"$119,000","1820 I ST, IOWA CITY",1 Story Frame,1900,565,"10,222","$150,750",5771-807,2018
1013253005,07/30/2018,"$120,000","710 S 1ST AVE, IOWA CITY",1 Story Frame,1978,1152,"9,438","$185,420",5819-370,2018
1016192002,02/19/2018,"$120,000","313 W BENTON ST, IOWA CITY",1 Story Frame,1955,864,"26,752","$247,100",5759-596,2018
1014110006,12/07/2018,"$122,000","2128 FRIENDSHIP ST, IOWA CITY",1 Story Frame,1950,480,"6,800","$145,660",5861-697,2018
1016190002,07/03/2018,"$123,900","336 W BENTON ST, IOWA CITY",1 Story Frame,1950,672,"7,000","$150,890",5809-590,2018
1013326009,05/07/2018,"$125,000","2630 WAYNE AVE, IOWA CITY",1 Story Frame,1958,825,"6,600","$147,070",5781-141,2018
1014432004,06/18/2018,"$125,000","1108 5TH AVE, IOWA CITY",1 Story Frame,1962,992,"6,000","$160,630",5801-255,2018
1015414003,05/31/2018,"$125,000","1337 CARROLL ST, IOWA CITY",1 Story Frame,1953,864,"7,785","$213,060",5794-189,2018
